Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
frontend-dev-bookmarks,Manually curated collection of resources for frontend web developers.,https://github.com/dypsilon/frontend-dev-bookmarks,2013-06-22T13:23:55Z,2023-09-21T10:24:19Z,,1048,39173,5121,117,39173,,,"['awesome', 'awesome-list', 'frontend', 'list']",True,True,True,False,False,False,False,False,False,master
grpc,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",https://github.com/grpc/grpc,2014-12-08T18:58:53Z,2023-09-21T11:03:18Z,https://grpc.io,506631,39047,10472,817,39047,C++,Apache-2.0,[],True,True,False,False,True,False,False,False,False,master
lazygit,simple terminal UI for git commands,https://github.com/jesseduffield/lazygit,2018-05-19T00:53:06Z,2023-09-21T11:05:56Z,,131925,38925,1522,530,38925,Go,MIT,"['cli', 'git', 'terminal']",True,True,True,True,False,True,False,False,False,master
meilisearch,"A lightning-fast search engine that fits effortlessly into your apps, websites, and workflow.",https://github.com/meilisearch/meilisearch,2018-04-23T11:45:28Z,2023-09-21T11:13:51Z,https://www.meilisearch.com,57213,38877,1448,132,38877,Rust,MIT,"['api', 'app-search', 'customizable', 'database', 'easy-to-use', 'enterprise-search', 'faceting', 'full-text-search', 'geosearch', 'instantsearch', 'out-of-the-box', 'rest', 'rust', 'search', 'search-as-you-type', 'search-engine', 'site-search', 'synonyms', 'typo-tolerance']",True,True,True,False,False,True,False,False,False,main
materialize,"Materialize, a CSS Framework based on Material Design",https://github.com/Dogfalo/materialize,2014-09-12T19:35:38Z,2023-09-21T06:35:46Z,https://materializecss.com,164476,38847,4836,799,38847,JavaScript,MIT,"['css', 'css-framework', 'design', 'framework', 'javascript', 'material', 'material-design']",True,True,True,True,True,False,False,False,False,v1-dev
terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",https://github.com/hashicorp/terraform,2014-03-13T22:25:48Z,2023-09-21T11:41:45Z,https://www.terraform.io/,301895,38832,9049,1884,38832,Go,NOASSERTION,"['cloud', 'cloud-management', 'graph', 'infrastructure-as-code', 'terraform']",True,False,True,False,False,False,False,False,False,main
discourse,"A platform for community discussion. Free, open, simple.",https://github.com/discourse/discourse,2013-01-12T00:25:55Z,2023-09-21T09:26:09Z,https://www.discourse.org,594804,38794,8117,101,38794,Ruby,GPL-2.0,"['discourse', 'ember', 'forum', 'javascript', 'postgresql', 'rails', 'ruby']",False,False,True,False,False,False,False,False,False,main
hackingtool,ALL IN ONE Hacking Tool For Hackers,https://github.com/Z4nzu/hackingtool,2020-04-11T09:21:31Z,2023-09-21T11:14:07Z,https://forms.gle/ntuAX8BGRR5yAb9ZA,1365,38727,4273,21,38727,Python,MIT,"['allinonehackingtool', 'besthackingtool', 'ctf-tools', 'ddos-attack-tool', 'hacker', 'hacking', 'linux', 'password-attack', 'steganography', 'web-attack', 'wireless-attack', 'xss-attacks', 'xss-detection']",True,True,True,True,False,False,False,False,False,master
powerlevel10k,A Zsh theme,https://github.com/romkatv/powerlevel10k,2019-02-24T19:09:45Z,2023-09-21T11:16:56Z,,71920,38672,1962,32,38672,Shell,MIT,['zsh'],True,False,True,False,False,False,False,False,False,master
AppFlowy,AppFlowy is an open-source alternative to Notion. You are in charge of your data and customizations. Built with Flutter and Rust.,https://github.com/AppFlowy-IO/AppFlowy,2021-06-16T12:56:48Z,2023-09-21T10:38:12Z,https://www.appflowy.io,72970,38662,2408,558,38662,Dart,AGPL-3.0,"['content-management', 'content-services', 'editor', 'flutter', 'flutter-app', 'flutter-apps', 'flutter-examples', 'flutter-ui', 'hacktoberfest', 'low-code', 'no-code', 'no-code-platform', 'notion', 'notion-alternative', 'rust', 'rust-lang', 'rust-language', 'wiki']",True,True,True,False,False,True,False,False,False,main
joplin,"Joplin - the secure note taking and to-do app with synchronisation capabilities for Windows, macOS, Linux, Android and iOS.",https://github.com/laurent22/joplin,2017-01-16T21:49:41Z,2023-09-21T10:02:50Z,https://joplinapp.org,395082,38658,4151,353,38658,TypeScript,NOASSERTION,"['android', 'dropbox', 'electron', 'enex-files', 'evernote', 'javascript', 'joplin', 'nextcloud', 'nodejs', 'note-taking', 'onedrive', 'react-native', 'synchronisation', 'web-clipper', 'webdav']",True,True,True,False,False,False,False,False,False,dev
uni-app,A cross-platform framework using Vue.js,https://github.com/dcloudio/uni-app,2018-07-12T08:52:39Z,2023-09-21T05:32:40Z,https://uniapp.dcloud.io,1974573,38609,3556,1219,38609,JavaScript,Apache-2.0,"['android', 'cross-platform', 'crossplatform', 'hbuilderx', 'ios', 'javascript', 'miniprogram', 'mpvue', 'uni', 'uni-app', 'uniapp', 'vue', 'vue3']",True,True,True,True,False,False,False,False,False,dev
hiring-without-whiteboards,⭐️  Companies that don't have a broken hiring process,https://github.com/poteto/hiring-without-whiteboards,2017-03-15T05:09:01Z,2023-09-21T11:26:48Z,,3581,38575,3235,11,38575,JavaScript,MIT,"['airtable', 'hiring', 'hiring-without-whiteboards', 'interview', 'jobs', 'tech', 'whiteboard']",False,False,True,False,False,False,False,False,False,main
uptime-kuma,A fancy self-hosted monitoring tool,https://github.com/louislam/uptime-kuma,2021-07-03T01:02:42Z,2023-09-21T10:34:08Z,https://uptime.kuma.pet,22104,38538,3396,927,38538,JavaScript,MIT,"['docker', 'hacktoberfest', 'monitor', 'monitoring', 'responsive', 'self-hosted', 'selfhosted', 'single-page-app', 'socket-io', 'uptime', 'uptime-monitoring', 'webapp', 'websocket']",True,False,True,True,True,False,False,False,False,master
zx,A tool for writing better scripts,https://github.com/google/zx,2021-05-05T05:50:01Z,2023-09-21T11:42:36Z,https://google.github.io/zx/,1367,38538,990,60,38538,JavaScript,Apache-2.0,"['bash', 'cli', 'javascript', 'nodejs', 'shell']",True,False,True,False,True,True,False,False,False,main
segment-anything,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",https://github.com/facebookresearch/segment-anything,2023-03-23T17:03:03Z,2023-09-21T11:31:17Z,,10990,38500,4405,384,38500,Jupyter Notebook,Apache-2.0,[],True,True,True,False,False,False,False,False,False,main
FFmpeg,Mirror of https://git.ffmpeg.org/ffmpeg.git,https://github.com/FFmpeg/FFmpeg,2011-04-14T14:12:38Z,2023-09-21T10:58:26Z,https://ffmpeg.org/,375535,38467,11292,3,38467,C,NOASSERTION,"['audio', 'c', 'ffmpeg', 'fft', 'hevc', 'hls', 'matroska', 'mp4', 'mpeg', 'multimedia', 'rtmp', 'rtsp', 'streaming', 'video', 'webm']",False,False,True,False,False,False,False,False,False,master
30-Days-Of-JavaScript,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days,  please just follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",https://github.com/Asabeneh/30-Days-Of-JavaScript,2019-12-23T14:07:40Z,2023-09-21T11:38:31Z,,124975,38463,9132,323,38463,JavaScript,,"['30daysofjavascript', 'angular', 'challenge', 'css', 'd3', 'd3js', 'html', 'javascript', 'javascript-for-everyone', 'js', 'json', 'node', 'nodejs', 'programming', 'react', 'redux', 'typescript', 'vue', 'webdevelopment', 'website']",True,True,True,True,False,True,False,False,False,master
dive,A tool for exploring each layer in a docker image,https://github.com/wagoodman/dive,2018-05-13T15:44:01Z,2023-09-21T11:18:08Z,,4529,38433,1538,139,38433,Go,MIT,"['cli', 'docker', 'docker-image', 'explorer', 'inspector', 'tui']",True,True,True,False,False,False,False,False,False,main
Leaflet,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,https://github.com/Leaflet/Leaflet,2010-09-22T16:57:44Z,2023-09-21T09:20:33Z,https://leafletjs.com,57889,38428,5722,499,38428,JavaScript,BSD-2-Clause,"['hacktoberfest', 'javascript', 'leaflet', 'maps']",True,True,False,False,True,True,False,False,False,main
gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",https://github.com/go-gitea/gitea,2016-11-01T02:13:26Z,2023-09-21T11:15:08Z,https://about.gitea.com,276739,38389,4861,2332,38389,Go,MIT,"['devops', 'git', 'git-gui', 'git-server', 'gitea', 'github', 'github-clone', 'gitlab', 'go', 'gogs', 'golang', 'hacktoberfest']",True,False,True,True,False,False,False,False,False,main
front-end-interview-handbook,⚡️ Front End interview preparation materials for busy engineers,https://github.com/yangshun/front-end-interview-handbook,2018-01-13T19:40:08Z,2023-09-21T08:22:03Z,https://frontendinterviewhandbook.com,5699,38229,5468,25,38229,MDX,MIT,"['css', 'css-questions', 'front-end', 'front-end-development', 'front-end-interview', 'front-end-system-design', 'html', 'html-questions', 'interview', 'interview-preparation', 'interview-questions', 'interview-test', 'javascript', 'js-questions', 'web-development']",True,True,True,True,False,True,False,False,False,main
edex-ui,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",https://github.com/GitSquared/edex-ui,2017-01-28T09:35:02Z,2023-09-21T11:39:23Z,,31579,38225,2360,6,38225,JavaScript,GPL-3.0,"['desktop', 'edex-ui', 'electron', 'linux', 'macos', 'nodejs', 'science-fiction', 'shell', 'terminal', 'touchscreen', 'tron', 'unixporn', 'windows']",True,False,True,True,False,True,False,True,False,master
Magisk,The Magic Mask for Android,https://github.com/topjohnwu/Magisk,2016-09-08T12:42:53Z,2023-09-21T11:12:49Z,,58609,38174,9958,34,38174,C++,GPL-3.0,[],True,False,True,False,True,False,False,False,False,master
react-use,React Hooks — 👍,https://github.com/streamich/react-use,2018-10-27T10:16:05Z,2023-09-21T11:44:11Z,http://streamich.github.io/react-use,83875,38124,3018,570,38124,TypeScript,Unlicense,[],True,True,True,True,True,False,False,False,False,master
python-patterns,A collection of design patterns/idioms in Python,https://github.com/faif/python-patterns,2012-06-06T21:02:35Z,2023-09-21T10:35:30Z,,3777,38113,6900,13,38113,Python,,"['design-patterns', 'idioms', 'python']",True,True,True,True,False,False,False,False,False,master
vuetify,🐉 Vue Component Framework,https://github.com/vuetifyjs/vuetify,2016-09-12T00:39:35Z,2023-09-21T10:55:02Z,https://vuetifyjs.com,85782,37958,6895,724,37958,TypeScript,MIT,"['javascript', 'material', 'material-components', 'material-design', 'material-theme', 'semantic', 'typescript', 'ui', 'ui-components', 'ui-design', 'ui-kit', 'ui-library', 'vue', 'vue-components', 'vue-material', 'vuejs', 'vuejs3', 'vuetify', 'vuetifyjs']",True,False,True,False,False,True,False,False,False,master
nocodb,🔥 🔥 🔥 Open Source Airtable Alternative,https://github.com/nocodb/nocodb,2017-10-29T18:51:48Z,2023-09-21T11:23:35Z,https://nocodb.com,951925,37874,2472,556,37874,TypeScript,AGPL-3.0,"['admin-dashboard', 'admin-ui', 'airtable', 'airtable-alternative', 'automatic-api', 'hacktoberfest', 'low-code', 'mariadb', 'mysql', 'no-code', 'no-code-database', 'no-code-platform', 'postgresql', 'rest-api', 'restful-api', 'spreadsheet', 'sqlite', 'sqlserver', 'swagger']",True,True,True,True,False,True,False,False,False,develop
privateGPT,"Interact privately with your documents using the power of GPT, 100% privately, no data leaks",https://github.com/imartinez/privateGPT,2023-05-02T09:15:31Z,2023-09-21T10:00:38Z,,149,37812,4920,489,37812,Python,Apache-2.0,[],True,True,True,True,False,True,False,False,False,main
first-contributions,🚀✨ Help beginners to contribute to open source projects,https://github.com/firstcontributions/first-contributions,2016-09-20T14:35:09Z,2023-09-21T11:38:05Z,https://firstcontributions.github.io,30610,37762,65211,260,37762,,MIT,"['beginner', 'beginner-friendly', 'community', 'contribution', 'contributions', 'contributions-welcome', 'good-first-issue', 'help-wanted', 'open-source', 'tutorial', 'tutorials']",True,True,True,True,False,False,False,False,False,main
awesome-java,"A curated list of awesome frameworks, libraries and software for the Java programming language.",https://github.com/akullpp/awesome-java,2014-07-09T10:12:43Z,2023-09-21T07:44:06Z,,1949,37718,7232,8,37718,,NOASSERTION,"['awesome', 'awesome-list']",True,True,True,True,False,False,False,False,False,master
fastlane,🚀 The easiest way to automate building and releasing your iOS and Android apps,https://github.com/fastlane/fastlane,2014-12-02T17:00:38Z,2023-09-21T07:10:10Z,https://fastlane.tools,81810,37530,5611,532,37530,Ruby,MIT,"['android', 'apps', 'automation', 'deployment', 'fastlane', 'hacktoberfest', 'hacktoberfest2021', 'ios', 'mobile', 'ruby', 'screenshots']",True,True,True,False,False,True,False,False,False,master
uBlock,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.,https://github.com/gorhill/uBlock,2015-04-01T17:51:11Z,2023-09-21T11:04:49Z,,140238,37481,2835,14,37481,JavaScript,GPL-3.0,"['blocker', 'browser-extension', 'chromium', 'firefox', 'javascript', 'ublock', 'ublock-origin']",True,True,True,True,True,False,False,False,False,master
hexo,"A fast, simple & powerful blog framework, powered by Node.js.",https://github.com/hexojs/hexo,2012-09-23T15:17:08Z,2023-09-21T09:21:57Z,https://hexo.io,7581,37432,4645,88,37432,JavaScript,MIT,"['hexo', 'javascript', 'nodejs', 'static-site-generator']",True,False,True,True,False,True,False,False,False,master
impress.js,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,https://github.com/impress/impress.js,2011-12-28T22:23:19Z,2023-09-21T11:13:45Z,http://impress.js.org,4678,37327,6809,76,37327,JavaScript,MIT,[],True,True,True,True,True,False,False,False,False,master
what-happens-when,"An attempt to answer the age old interview question ""What happens when you type google.com into your browser and press enter?""",https://github.com/alex/what-happens-when,2013-11-07T04:30:06Z,2023-09-21T11:18:14Z,,260,37300,3841,961,37300,,,[],True,True,True,True,False,False,False,False,False,master
awesome-react-components,Curated List of React Components & Libraries.,https://github.com/brillout/awesome-react-components,2016-06-24T15:19:33Z,2023-09-21T10:26:33Z,,1037,37239,3203,3,37239,,CC0-1.0,"['awesome', 'awesome-list', 'react', 'react-component', 'react-components']",True,True,True,True,False,False,False,False,False,master
awesome-rust,A curated list of Rust code and resources.,https://github.com/rust-unofficial/awesome-rust,2014-07-17T10:45:10Z,2023-09-21T10:36:07Z,,6232,37165,2329,10,37165,Rust,CC0-1.0,"['awesome', 'rust']",True,False,True,False,False,False,False,False,False,main
brew,🍺 The missing package manager for macOS (or Linux),https://github.com/Homebrew/brew,2016-03-06T05:08:38Z,2023-09-21T10:13:25Z,https://brew.sh,74702,37110,9186,38,37110,Ruby,BSD-2-Clause,"['brew', 'homebrew', 'macos', 'package-manager', 'ruby']",True,False,True,False,True,False,False,False,False,master
Rocket.Chat,The communications platform that puts data protection first.,https://github.com/RocketChat/Rocket.Chat,2015-05-19T07:36:09Z,2023-09-21T10:25:21Z,https://rocket.chat/,797034,37061,9079,2968,37061,TypeScript,NOASSERTION,"['chat', 'collaboration', 'foss', 'free', 'hacktoberfest', 'javascript', 'meteor', 'mit', 'real-time', 'slack', 'webrtc']",True,True,True,True,True,True,False,False,False,develop
quill,Quill is a modern WYSIWYG editor built for compatibility and extensibility.,https://github.com/quilljs/quill,2012-07-30T23:23:18Z,2023-09-21T11:33:53Z,https://quilljs.com,15409,36988,3129,1352,36988,TypeScript,BSD-3-Clause,"['editor', 'quill', 'rich-text-editor', 'wysiwyg']",True,False,True,False,True,False,False,False,False,develop
open-source-mac-os-apps,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,https://github.com/serhii-londar/open-source-mac-os-apps,2017-11-03T02:35:33Z,2023-09-21T08:39:44Z,,5871,36860,2224,93,36860,,CC0-1.0,"['applications', 'apps', 'awesome', 'awesome-list', 'c', 'c-plus-plus', 'hacktoberfest', 'javascript', 'mac', 'macos', 'macos-application', 'macosx', 'objective-c', 'open-source', 'opensource', 'python', 'ruby', 'swift']",True,True,True,True,True,True,False,False,False,master
